,num__temp_C,num__dewpoint_C,num__slp_hPa,num__wind_dir_deg,cat__sky_cover_0,cat__sky_cover_1,dt__dt__hour,dt__dt__dow,dt__dt__month,dt__dt__is_weekend
0,1.1182937020755002,1.851607189173885,-0.1261661607257927,-1.0774837565316109,0.0,0.0,1.661774389678503,-0.0038221538822639,-0.109918703554749,-0.6379050259455025
1,1.248428347106392,0.5849223601665821,-0.7252019573232807,-0.2119851737721914,0.0,0.0,-1.4706984096257023,-1.002874376338616,0.195530883196181,-0.6379050259455025
2,1.1616719170857974,0.571154046807807,-0.6586424243680042,-0.1158186645767003,0.0,0.0,-1.3283132823846022,-1.002874376338616,0.195530883196181,-0.6379050259455025
3,1.0640709333126286,0.6537639269604573,-0.6719543309590595,-0.5004847013586646,0.0,0.0,-1.185928155143502,-1.002874376338616,0.195530883196181,-0.6379050259455025
4,1.04238182580748,0.6813005536780073,-0.7118900507322254,-0.4043181921631735,0.0,0.0,-1.0435430279024016,-1.002874376338616,0.195530883196181,-0.6379050259455025
5,0.912247180776588,0.7914470605482076,-0.738513863914336,-1.0774837565316109,0.0,0.0,-0.9011579006613014,-1.002874376338616,0.195530883196181,-0.6379050259455025
6,0.7821125357456962,0.8052153739069826,-0.738513863914336,-0.7889842289451378,0.0,0.0,-0.7587727734202012,-1.002874376338616,0.195530883196181,-0.6379050259455025
7,0.8038016432508448,0.8327520006245327,-0.6852662375501148,-1.269816774922593,0.0,0.0,-0.6163876461791009,-1.002874376338616,0.195530883196181,-0.6379050259455025
8,1.541231298425899,0.6262273002429072,-0.4456519189111196,-1.269816774922593,1.0,0.0,1.3770041351963025,-0.5033482651104401,0.195530883196181,-0.6379050259455025
9,1.4002520996424326,0.543617420090257,-0.3657804793647879,-1.4621497933135752,1.0,0.0,1.5193892624374028,-0.5033482651104401,0.195530883196181,-0.6379050259455025
10,1.183361024590946,0.4747758532963818,-0.3125328530005667,-1.7506493209000482,0.0,0.0,1.661774389678503,-0.5033482651104401,0.195530883196181,-0.6379050259455025
