num__temp_C,num__dewpoint_C,num__slp_hPa,num__wind_dir_deg,num__precip_mm,cat__sky_cover_0,cat__sky_cover_0 -,cat__sky_cover_1,cat__sky_cover_1 -,cat__sky_cover_5,cat__sky_cover_5 -,cat__sky_cover_6,cat__sky_cover_6 -,cat__sky_cover_7 -,dt__dt__hour,dt__dt__dow,dt__dt__month,dt__dt__is_weekend
1.1182937020755002,1.851607189173885,-0.12616616072579273,-1.0774837565316109,0.35385246048995317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.661774389678503,-0.0038221538822639247,-0.10991870355474902,-0.6379050259455025
1.248428347106392,0.5849223601665821,-0.7252019573232807,-0.21198517377219142,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4706984096257025,-1.002874376338616,0.19553088319618103,-0.6379050259455025
1.1616719170857974,0.571154046807807,-0.6586424243680042,-0.11581866457670036,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3283132823846022,-1.002874376338616,0.19553088319618103,-0.6379050259455025
1.0640709333126286,0.6537639269604573,-0.6719543309590595,-0.5004847013586646,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.185928155143502,-1.002874376338616,0.19553088319618103,-0.6379050259455025
1.04238182580748,0.6813005536780073,-0.7118900507322254,-0.40431819216317355,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0435430279024016,-1.002874376338616,0.19553088319618103,-0.6379050259455025
0.9122471807765881,0.7914470605482076,-0.738513863914336,-1.0774837565316109,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9011579006613014,-1.002874376338616,0.19553088319618103,-0.6379050259455025
0.7821125357456962,0.8052153739069826,-0.738513863914336,-0.7889842289451378,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7587727734202012,-1.002874376338616,0.19553088319618103,-0.6379050259455025
0.8038016432508448,0.8327520006245327,-0.6852662375501148,-1.269816774922593,-1.9137823100759441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6163876461791009,-1.002874376338616,0.19553088319618103,-0.6379050259455025
1.5412312984258987,0.6262273002429072,-0.44565191891111966,-1.269816774922593,-2.3673092641891236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3770041351963025,-0.5033482651104401,0.19553088319618103,-0.6379050259455025
1.4002520996424326,0.543617420090257,-0.3657804793647879,-1.4621497933135752,-2.3673092641891236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5193892624374028,-0.5033482651104401,0.19553088319618103,-0.6379050259455025
1.183361024590946,0.47477585329638183,-0.31253285300056677,-1.7506493209000482,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661774389678503,-0.5033482651104401,0.19553088319618103,-0.6379050259455025
0.9881590570446083,0.7363738071131074,-0.29922094640951147,0.8458464273782101,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6130835368668026,-0.0038221538822639247,0.19553088319618103,-0.6379050259455025
0.879713519518865,0.7226054937543324,-0.2592852266363456,0.8458464273782101,0.35385246048995317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4706984096257025,-0.0038221538822639247,0.19553088319618103,-0.6379050259455025
